LAMMPS data file via write_data, version 11 Aug 2017, timestep = 502000

125 atoms
1 atom types

0.0000000000000000e+00 1.5781161063007998e+01 xlo xhi
0.0000000000000000e+00 1.5781161063007998e+01 ylo yhi
0.0000000000000000e+00 1.5781161063007998e+01 zlo zhi

Masses

1 121.75

Atoms # atomic

116 1 1.0944450428906294e+00 3.4869223371163782e+00 6.2192103332415627e+00 -1 1 2
69 1 4.6050442278336714e+00 8.0910739343413507e-01 5.9050826048418936e-01 -2 -3 1
68 1 1.9849280015085773e+00 7.3131125421461665e+00 1.4086058614990451e+00 -2 -1 -3
70 1 5.3797822790421419e+00 6.5571031387769532e+00 6.5152697597481017e+00 -4 -6 0
25 1 6.9131740168011167e+00 3.9670792679651701e+00 6.5915115933072839e+00 -7 2 2
62 1 3.9019617599218552e+00 2.3174408441331709e+00 7.3192798597872049e+00 -1 -2 0
115 1 5.7948233138430369e+00 7.3617537922875442e+00 2.4445269848642912e+00 0 -4 0
41 1 2.6036359176083055e+00 4.5396437828210745e+00 1.2147930017620292e+00 -3 -3 1
26 1 6.0208975537816993e+00 3.7905746303191945e+00 1.8930956388135423e+00 1 0 0
42 1 1.5930156357201490e+00 2.1066281585043973e+00 2.8718193636794909e+00 3 4 0
75 1 3.2428786912832908e+00 5.4594961729371194e+00 4.4526510140803488e+00 -1 1 4
124 1 4.9341477021581834e+00 2.3417012399199209e+00 4.3500827225855803e+00 0 1 2
6 1 7.7064650876530507e+00 5.8921595624449008e+00 2.1462684389081765e-01 0 4 -2
72 1 2.7777738869837632e+00 5.6605553044567607e+00 7.2803693170796269e+00 2 -3 2
2 1 9.4870607294314546e-01 6.8571227706371465e+00 5.7845076338960375e+00 -2 -1 -3
66 1 7.2733966295015655e+00 1.4333621043009481e+00 1.0615394463509289e+00 0 1 -3
18 1 1.0049790736999349e+00 1.5526093209602803e+00 2.8194807205091221e-01 6 -2 -1
97 1 5.6632545290977765e+00 2.6633164844330853e-01 7.7848276458166712e+00 3 -2 -4
45 1 5.4544198921831555e+00 4.6002250360342600e+00 9.5011234917488387e+00 1 1 0
33 1 2.1731074069504976e+00 5.8494819752452525e+00 1.3238428929395635e+01 -2 -3 0
54 1 2.3161768872973573e-01 2.7702251695097555e+00 9.1249195852944531e+00 3 9 1
3 1 6.1461902478902566e+00 5.5909169195207493e+00 1.2168845351956477e+01 -2 4 -1
83 1 4.8613593686429759e+00 7.4836389071572533e+00 1.5341816126986370e+01 -1 -4 -1
63 1 2.6567219248318024e+00 5.1632708916595575e+00 1.0357038492908998e+01 1 -1 -1
73 1 6.0496453612057959e+00 3.1145984690935360e+00 1.3049846955494949e+01 -4 5 -6
43 1 4.6077548413137395e+00 1.8654639361909813e+00 1.0404316650452909e+01 1 -1 0
108 1 4.0393440192626935e+00 3.4000019856153196e+00 1.4959125133074398e+01 0 -2 0
64 1 2.2367095965555821e+00 2.5986484146672488e+00 1.2230845722430249e+01 -2 -2 1
56 1 1.4952704064860765e+00 1.1267225632996176e+01 2.6380108469495971e+00 0 -4 1
88 1 6.7426944374847162e+00 1.2305559675676033e+01 3.7107915468188692e+00 0 1 3
29 1 5.7985019714452868e+00 1.5359143084409254e+01 4.6475817785075435e+00 0 -2 -1
100 1 1.1176967259909614e+00 1.4040968127328284e+01 1.3595985958626760e+00 1 2 3
32 1 4.8910050292134315e+00 1.2787918174808539e+01 9.4406717614338131e-01 -2 -1 3
125 1 8.0072478770105593e-01 1.2455457958328697e+01 5.4784124483467567e+00 3 2 1
93 1 3.6561269111843164e+00 1.2279397689175266e+01 4.9673139926628371e+00 4 -1 1
12 1 5.0970637349333252e+00 1.0153591420491129e+01 2.0711528137343582e+00 -3 3 -6
91 1 6.8750025318922976e+00 1.0013719968076323e+01 5.0436077667068986e+00 2 4 0
112 1 3.6061935637173779e+00 1.5097479526190941e+01 2.6851194802051879e+00 2 2 0
119 1 4.6288117393534671e+00 1.3258952973268059e+01 7.4096984973899254e+00 0 0 -1
98 1 2.8835671424702496e+00 8.3515051154750601e+00 3.9045077310099487e+00 -4 8 -2
46 1 2.5215735069330827e+00 9.8373522122480779e+00 1.0976673084990606e-01 -4 2 -1
74 1 2.5006745155218697e+00 1.5778881777867845e+01 7.8395060283486853e+00 -2 2 0
34 1 2.5267657490326219e+00 1.5753792397294237e+01 1.3812718233657719e+01 -1 -3 5
76 1 2.3150491164269469e+00 1.5468431472589639e+01 1.0851676550973746e+01 3 1 -3
81 1 5.3397736400609181e+00 1.4681129813326717e+01 1.4169345238168042e+01 -3 1 1
114 1 3.4941117662870869e+00 1.3051446411541992e+01 1.0673070701812179e+01 3 0 -1
37 1 4.4319415752836226e+00 7.8981064918824870e+00 9.5345842026763599e+00 2 2 -1
65 1 5.4704227298377255e+00 1.0716450013530537e+01 1.1129328823473340e+01 -2 1 0
16 1 7.5884124555137262e+00 1.2554604995449854e+01 1.2300584920165193e+01 -1 3 -2
67 1 1.8321973009713028e+00 1.2118763212254258e+01 8.1502779653487920e+00 1 -2 3
4 1 1.7847579296470213e+00 9.1669070690349521e+00 8.7739619365015926e+00 3 0 -6
71 1 3.4588436359892021e+00 8.1675991269040047e+00 1.2570546609546227e+01 5 -2 -1
23 1 1.0654183200843168e+00 1.3172575965004192e+01 1.4638318659495265e+01 4 -4 2
5 1 6.8691660907391698e+00 8.7001497509436341e+00 1.0294581643139662e+01 0 2 3
38 1 1.4920650113987730e+00 1.0210382307009844e+01 1.1708250404992473e+01 -2 -4 1
17 1 3.5664336514174892e+00 1.2380214038673438e+01 1.3564812027330674e+01 -1 -2 0
120 1 6.0533987057069369e+00 1.5136846904394655e+01 1.1545303317951674e+01 -2 1 3
99 1 6.7440775678617975e+00 1.0843311065167132e+01 1.5122594557077441e+01 -4 7 -1
104 1 6.6264472937806547e+00 1.0340093049848267e+01 8.1669729919190601e+00 -1 -1 2
22 1 1.3483295511367363e+01 5.4001969367012483e+00 6.7797138305625397e+00 -3 -3 -2
109 1 8.0220069849194360e+00 4.2649566029411483e+00 3.9001159938352812e+00 -6 2 4
122 1 1.3703070568412228e+01 2.9160812550786970e+00 1.5970590772648707e+00 0 1 1
19 1 1.5643165803238013e+01 1.1908530468416128e+00 4.9891125696525895e+00 3 1 -2
118 1 1.1643112994612084e+01 4.7234508166499118e+00 4.4695377998768659e-01 1 0 6
85 1 8.2538426342057338e+00 6.3603974885316672e-01 3.9662440390191702e+00 1 -2 3
87 1 8.0664080118190249e+00 7.3454417073402203e+00 7.5852645592894250e+00 3 2 2
102 1 1.1426593194425196e+01 1.3168493962562262e+00 6.0334538102026114e-01 3 -1 4
92 1 1.0462447940566360e+01 2.6346804103603372e+00 3.4026906155327827e+00 2 2 0
28 1 8.4999263838085710e+00 1.2926458153682994e+00 7.8782144938493337e+00 -1 6 0
96 1 1.0141332462803424e+01 5.9098626554652904e+00 2.5800761796296334e+00 1 1 -9
44 1 1.2239245151601510e+01 7.4544747456377909e+00 3.4922057577727905e+00 3 -1 0
48 1 1.2281824907421065e+01 2.2854031527426030e-01 4.0931342801440191e+00 -2 0 -3
55 1 1.4539991867812470e+01 5.2303186002073456e+00 3.9227935539598433e+00 -4 -4 3
105 1 1.3962497883834791e+01 2.1156411995878623e+00 7.4999123188528038e+00 -2 -6 -3
86 1 1.5098949782370806e+01 6.0964149258411897e+00 1.0228544299214408e+00 0 0 -2
15 1 1.5307992665426445e+01 3.7758950854838766e+00 1.5018678333651970e+01 2 -1 3
57 1 1.1907281150889546e+01 1.5060296719228574e+00 1.3123561457903577e+01 -4 2 -3
59 1 1.4600424368518842e+01 7.1914466639920418e+00 1.2480922448892315e+01 2 -2 -6
103 1 8.6531415977606763e+00 5.6821676486790640e+00 1.3326206134123758e+01 4 0 -2
94 1 1.1165032356631924e+01 2.3787414458237919e+00 9.2975070307000429e+00 -2 1 1
101 1 9.7776904509328926e+00 7.2318452423761119e+00 1.1227160273812217e+01 2 -1 -3
10 1 1.2529507016331154e+01 5.4702648522914075e+00 1.0147399688129266e+01 1 -3 -2
61 1 8.1881272117314410e+00 9.4170058363549702e-01 1.0766543689231490e+01 -4 -2 -1
123 1 1.4647496348801019e+01 1.7814322678577921e+00 1.1912377669525959e+01 -3 -1 0
106 1 9.7064025556041127e+00 3.1716999518781392e+00 1.1780755423986687e+01 -1 3 -2
31 1 1.2722140442095425e+01 5.1468905678830881e+00 1.3167121576806835e+01 0 -3 -2
13 1 8.0145521940158098e+00 6.7865570391473107e-01 1.4074649102807800e+01 2 3 -2
79 1 8.6337263511330580e+00 5.2062165523952988e+00 9.5501487742071163e+00 0 3 -1
49 1 1.5606331623941260e+01 5.6798836861851578e+00 9.0247034720703923e+00 -2 5 -1
77 1 1.0473776516590938e+01 7.3699652773948756e+00 1.4953301051537153e+01 2 0 -3
111 1 9.1907496778885687e+00 3.3745766636585826e+00 1.5330176488010192e+01 2 3 -3
121 1 1.0873185065109668e+01 4.8693236544650240e+00 7.9232880744027696e+00 -4 -2 2
50 1 1.1077131723750263e+01 1.0426638672926604e+01 9.6169641262456274e-01 1 2 1
52 1 8.5644511657626339e+00 1.1791004528775048e+01 1.2030308115609696e+00 -4 -3 0
8 1 1.3459464579915563e+01 8.6010872772414935e+00 6.7172582602975328e-01 4 -3 1
90 1 1.2282088759335105e+01 1.3248698669848412e+01 7.1285278807921859e-01 -2 -3 4
