   1    1        2.427095892      11.640814435       6.622010159
   1    2        1.749737131       8.298625669       4.306112023
   1    3        0.874517178       5.696734424       2.626703191
   1    4        0.233331203       3.633321378       1.085833574
   1    5        0.035148591       2.324306516       0.314544231
   1    6        0.000491982       1.172851828       0.022194280
   1    7        0.000089769       0.934094184       0.008054013
   1    8        0.132297479       7.010598387       2.071910396
   1    9        0.399390629       7.024660058       3.849145442
   1   10        0.248849813       4.084388547       2.617606689
   1   11        0.076528030       1.944046682       0.898843798
   1   12        0.210847800      11.708297870       1.895728350
   1   13        0.603857829      22.655880809       5.302801188
   1   14        0.045086419       6.326255348       0.686246295
   1   15        0.472893024      17.061827958       4.093319132
   1   16        0.003009771       3.021139034       0.165318382
   1   17        0.288689260      10.821075759       2.649704703
   1   18        0.000055000       1.538600072       0.032675712
   1   19        0.114723108       6.108699514       1.316030813
   1   20        0.000000143       0.940187077       0.011339676
   1   21        0.017281390       2.968045286       0.437129658
   1   22        0.003423038       1.887931455       0.184076087
   1   23        0.001269452       1.573051372       0.094129251
   1   24        0.088897783       7.967371341       1.181808410
   1   25        0.069164937       6.107863537       0.910358695
   1   26        0.034857810       5.439061888       0.578411984
   1   27        0.026855439       4.218466477       0.445092899
        0.0000752825        0.1639163162
